"AGE","FLEN"
4,447
4,411
4,422
4,445
4,450
4,423
4,341
4,439
4,444
4,400
5,466
5,451
5,439
5,482
5,452
5,438
5,438
5,476
5,455
5,440
6,514
6,464
6,453
6,464
6,463
6,450
6,474
6,481
6,472
6,447
7,426
7,484
7,445
7,464
7,467
7,452
7,472
7,480
7,451
7,476
8,464
8,530
8,480
8,565
8,478
8,547
8,562
8,483
8,500
8,445
9,516
9,556
9,546
9,461
9,546
9,461
9,534
9,498
9,505
9,465
10,526
10,542
10,606
10,557
10,452
10,530
10,569
10,545
10,585
10,581
11,558
11,582
11,611
12,518
12,551
13,570
